| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| P1002      | Quilted Bathroom Tissue       | Soft and absorbent bathroom tissue.              | $4.49 | Paper Products  | No                |
| P1003      | Multi-Purpose Paper           | High-quality, versatile printing paper.         | $6.99 | Paper Products  | No                |
| P1004      | Disposable Napkins            | Convenient and disposable napkins.              | $1.99 | Paper Products  | No                |
| P1005      | Facial Tissues                | Gentle and soft facial tissues.                 | $1.49 | Paper Products  | No                |
| P1006      | Paper Plates                  | Sturdy paper plates for parties and events.     | $3.99 | Paper Products  | No                |
| P1007      | Paper Cups                    | Disposable paper cups for beverages.            | $2.49 | Paper Products  | No                |
| P1008      | Brown Paper Bags              | Durable brown paper bags for groceries.         | $0.99 | Paper Products  | No                |
| P1009      | White Paper Bags              | Clean and simple white paper bags.              | $1.29 | Paper Products  | No                |
| P1010      | Gift Wrapping Paper           | Colorful and festive gift wrapping paper.       | $2.99 | Paper Products  | No                |
| ...        | ...                           | ...                                              | ...   | ...             | ...               |
| P1091      | Printed Paper Towels          | Decorative printed paper towels.                | $3.49 | Paper Products  | No                |
| P1092      | Jumbo Roll Bathroom Tissue    | Extra-large roll of bathroom tissue.            | $5.99 | Paper Products  | No                |
| P1093      | Colored Construction Paper     | Vibrant colored construction paper for crafts. | $4.99 | Paper Products  | No                |
| P1094      | Cocktail Paper Napkins        | Small-sized paper napkins for cocktails.       | $1.29 | Paper Products  | No                |
| P1095      | Pocket Facial Tissues         | Travel-sized facial tissues for on-the-go.      | $0.99 | Paper Products  | No                |
| P1096      | Elegant Paper Plates          | Stylish and elegant paper plates for special occasions.| $5.99 | Paper Products | No                |
| P1097      | Insulated Paper Cups          | Double-walled insulated paper cups for hot drinks.| $3.49 | Paper Products  | No                |
| P1098      | Eco-Friendly Paper Straws     | Biodegradable paper straws for drinks.         | $1.79 | Paper Products  | No                |
| P1099      | Gift Bags with Handles        | Convenient gift bags with sturdy handles.      | $2.79 | Paper Products  | No                |
| P1100      | Wrapping Tissue Paper         | Delicate and thin wrapping tissue paper.       | $1.49 | Paper Products  | No                |
| KU101      | Stainless Steel Knife  | Sharp and durable stainless steel kitchen knife.  | $12.99 | Cutlery           | Stainless Steel |
| KU102      | Non-Stick Frying Pan   | High-quality non-stick frying pan for easy cooking.| $19.99 | Cookware          | Aluminum     |
| KU103      | Silicone Spatula       | Flexible silicone spatula for effortless flipping.| $4.49  | Utensils          | Silicone     |
| KU104      | Wooden Cutting Board   | Large wooden cutting board for chopping and slicing.| $9.99 | Cookware          | Wood         |
| KU105      | Nylon Cooking Utensil Set | Set of nylon cooking utensils for non-stick pans.| $14.99 | Utensils       | Nylon        |
| KU106      | Stainless Steel Mixing Bowls | Set of stainless steel mixing bowls.          | $24.99 | Cookware       | Stainless Steel |
| KU107      | Chef's Knife            | Professional chef's knife for precise cutting.   | $29.99 | Cutlery           | Stainless Steel |
| KU108      | Glass Baking Dish       | Versatile glass baking dish for oven use.        | $8.99  | Bakeware          | Glass        |
| KU109      | Potato Peeler           | Dual-blade potato peeler for quick peeling.      | $3.49  | Utensils          | Stainless Steel |
| KU110      | Measuring Cups and Spoons Set | Set of measuring cups and spoons.        | $7.99 | Utensils       | Plastic      |
| ...        | ...                    | ...                                               | ...   | ...               | ...          |
| KU196      | Cast Iron Skillet       | Heavy-duty cast iron skillet for even cooking.   | $29.99 | Cookware          | Cast Iron    |
| KU197      | Bamboo Cooking Utensils Set | Eco-friendly bamboo utensil set.           | $11.99 | Utensils       | Bamboo       |
| KU198      | Cheese Grater           | Stainless steel cheese grater with multiple blades.| $6.99 | Utensils       | Stainless Steel |
| KU199      | Whisk                   | Stainless steel whisk for mixing and beating.    | $5.49  | Utensils          | Stainless Steel |
| KU200      | Pizza Cutter            | Sharp pizza cutter with ergonomic handle.        | $4.99  | Utensils          | Stainless Steel |
| HA101      | Smart Refrigerator        | Energy-efficient smart refrigerator with touchscreen.  | $999.99 | Appliances        |
| HA102      | Washing Machine           | High-capacity front-loading washing machine.           | $599.99 | Appliances        |
| HA103      | Robot Vacuum Cleaner      | AI-powered robot vacuum with advanced cleaning features.| $349.99 | Appliances        |
| HA104      | Microwave Oven            | Stainless steel microwave oven with multiple presets.  | $129.99 | Appliances        |
| HA105      | Smart Thermostat          | Wi-Fi-enabled smart thermostat for home climate control.| $149.99 | Smart Home         |
| HA106      | Air Purifier              | HEPA-filter air purifier for clean and fresh air.      | $199.99 | Appliances        |
| HA107      | Blender                   | High-speed blender for smoothies and food processing.  | $79.99  | Kitchen Appliances |
| HA108      | Coffee Maker              | Programmable coffee maker with grinder.               | $89.99  | Kitchen Appliances |
| HA109      | Robotic Lawn Mower        | Automated lawn mower for hands-free lawn maintenance. | $499.99 | Garden & Outdoor   |
| HA110      | Smart Doorbell            | Video doorbell with motion detection and smartphone integration.| $129.99 | Smart Home         |
| ...        | ...                       | ...                                                   | ...     | ...                |
| HA191      | Electric Kettle           | Stainless steel electric kettle with temperature control.| $39.99  | Kitchen Appliances |
| HA192      | Smart Home Security System| Complete smart home security system with cameras and sensors.| $499.99 | Smart Home         |
| HA193      | Toaster                   | Four-slice toaster with multiple browning settings.   | $49.99  | Kitchen Appliances |
| HA194      | Portable Air Conditioner  | Compact portable air conditioner for cooling on the go.| $299.99 | Appliances        |
| HA195      | Robot Bartender           | Automated robot bartender for cocktail mixing.        | $799.99 | Appliances        |
| HA196      | Handheld Steamer          | Handheld garment steamer for wrinkle-free clothes.    | $29.99  | Appliances        |
| HA197      | Food Processor            | Multi-function food processor for kitchen versatility.| $119.99 | Kitchen Appliances |
| HA198      | Smart Lighting Kit        | Smart LED lighting kit with color-changing options.   | $79.99  | Smart Home         |
| HA199      | Electric Grill            | Indoor electric grill for year-round grilling.       | $69.99  | Kitchen Appliances |
| HA200      | Smart Mirror              | Mirror with built-in display for smart home integration.| $199.99 | Smart Home         |
| Product ID | Product Name           | Description                                       | Price | Category         | Brand           |
|------------|------------------------|---------------------------------------------------|-------|------------------|------------------|
| O1         | Ballpoint Pens         | Pack of 10 black ballpoint pens for smooth writing.| $2.99 | Office Supplies | Generic          |
| O2         | Sticky Notes            | Assorted pack of sticky notes in different colors.| $1.49 | Office Supplies | Post-It          |
| O3         | Spiral Notebooks        | Set of 5 spiral-bound notebooks with lined pages.  | $4.99 | Office Supplies | Oxford           |
| O4         | Mechanical Pencils      | Mechanical pencils with erasers, pack of 12.       | $3.99 | Office Supplies | Bic              |
| O5         | Whiteboard Markers      | Set of 8 colorful whiteboard markers for presentations.| $6.99 | Office Supplies | Expo             |
| O6         | Stapler                 | Heavy-duty stapler for securing documents.         | $8.49 | Office Supplies | Swingline        |
| O7         | Index Dividers          | A set of 5 index dividers for organizing files.   | $2.29 | Office Supplies | Avery            |
| O8         | Printer Paper           | A ream of high-quality printer paper, 500 sheets. | $7.99 | Office Supplies | HP              |
| O9         | Desk Organizer          | Multi-compartment desk organizer for office supplies.| $12.99 | Office Supplies | Rolodex         |
| O10        | Binder Clips            | Assorted pack of binder clips in various sizes.    | $1.79 | Office Supplies | Officemate       |
| ...        | ...                    | ...                                               | ...   | ...              | ...              |
| O91        | File Folders            | Pack of 20 file folders for document storage.      | $5.49 | Office Supplies | Smead           |
| O92        | Laminator               | Thermal laminator for preserving important documents.| $29.99 | Office Supplies | Fellowes        |
| O93        | Business Card Holder    | Clear acrylic business card holder, holds 50 cards. | $3.49 | Office Supplies | MaxGear         |
| O94        | Dry Erase Board         | Large dry erase board with marker and eraser.      | $19.99 | Office Supplies | Quartet         |
| O95        | Envelopes               | Box of 50 self-sealing envelopes for mailings.     | $4.99 | Office Supplies | Mead            |
| O96        | Bulletin Board          | Cork bulletin board for displaying important notes.| $14.99 | Office Supplies | UBrands         |
| O97        | Document Scanner        | Compact document scanner for digitizing paperwork. | $89.99 | Office Supplies | Canon           |
| O98        | Desk Lamp               | Adjustable LED desk lamp for optimal lighting.     | $24.99 | Office Supplies | TaoTronics      |
| O99        | Surge Protector         | 6-outlet surge protector with USB ports.          | $16.99 | Office Supplies | Belkin          |
| O100       | Shredder                | Cross-cut paper shredder for secure document disposal.| $49.99 | Office Supplies | AmazonBasics    |
| E1         | Smart LED TV                  | 55-inch smart LED TV with 4K resolution.           | $699  | Electronics | 2 years          |
| E2         | Laptop                        | High-performance laptop with SSD storage.          | $899  | Electronics | 1 year           |
| E3         | Wireless Headphones           | Over-ear wireless headphones with noise cancellation.| $149 | Electronics | 2 years          |
| E4         | Smartwatch                    | Fitness tracker and smartwatch with heart rate monitor.| $129 | Electronics | 1 year           |
| E5         | Bluetooth Speaker             | Portable Bluetooth speaker with 20W output.        | $79   | Electronics | 1 year           |
| E6         | Gaming Console                | Next-gen gaming console with 1TB storage.          | $499  | Electronics | 2 years          |
| E7         | DSLR Camera                   | Professional DSLR camera with 24MP sensor.         | $1299 | Electronics | 3 years          |
| E8         | Wireless Router               | Dual-band wireless router for high-speed internet. | $89   | Electronics | 2 years          |
| E9         | Fitness Tracker               | Slim fitness tracker with sleep monitoring.       | $49   | Electronics | 1 year           |
| E10        | Smart Home Hub                | Central hub for smart home automation.             | $129  | Electronics | 1 year           |
| ...        | ...                           | ...                                               | ...   | ...         | ...              |
| E91        | Noise-Canceling Earbuds       | Wireless earbuds with active noise cancellation.  | $119  | Electronics | 2 years          |
| E92        | 4K Action Camera              | Compact 4K action camera for outdoor adventures.  | $199  | Electronics | 1 year           |
| E93        | Portable Power Bank           | High-capacity portable power bank for charging on the go.| $39 | Electronics | 6 months         |
| E94        | VR Headset                    | Virtual reality headset for immersive experiences.| $299 | Electronics | 2 years          |
| E95        | Wireless Charging Pad         | Qi-compatible wireless charging pad for smartphones.| $29 | Electronics | 1 year           |
| E96        | Smart Thermostat              | Wi-Fi-enabled smart thermostat for home climate control.| $149 | Electronics | 2 years          |
| E97        | Computer Monitor              | 27-inch computer monitor with IPS display.        | $299  | Electronics | 3 years          |
| E98        | Solar-Powered Charger         | Solar-powered charger for outdoor charging.       | $49   | Electronics | 1 year           |
| E99        | Robot Vacuum Cleaner          | Smart robot vacuum cleaner with mapping technology.| $349 | Electronics | 2 years          |
| E100       | Wireless Keyboard and Mouse   | Combo set of wireless keyboard and mouse.         | $59   | Electronics | 1 year           |
| G1         | All-Purpose Potting Soil   | Premium blend for indoor and outdoor plants.        | $5.99 | Gardening Supplies  | No      |
| G2         | Flower Seeds Mix           | Colorful mix of flower seeds for a vibrant garden.  | $2.49 | Gardening Supplies  | Yes     |
| G3         | Pruning Shears             | Sharp, durable pruning shears for precise cuts.     | $8.99 | Gardening Tools     | No      |
| G4         | Organic Compost            | Nutrient-rich organic compost for soil enrichment.  | $7.49 | Soil Amendments    | Yes     |
| G5         | Garden Gloves              | Comfortable and protective gloves for gardening.   | $3.99 | Gardening Tools     | No      |
| G6         | Potted Herb Collection     | Collection of potted herbs for kitchen gardening.  | $12.99 | Plants              | Yes     |
| G7         | Fertilizer Spikes          | Convenient fertilizer spikes for easy application. | $4.49 | Plant Nutrition     | No      |
| G8         | Garden Hose                | Durable garden hose for watering plants.            | $15.99 | Watering Equipment | No      |
| G9         | Raised Bed Kit             | Easy-to-assemble raised bed kit for vegetable garden.| $29.99 | Gardening Beds    | No      |
| G10        | Succulent Assortment       | Assorted succulents for low-maintenance gardening. | $6.99 | Plants              | Yes     |
| ...        | ...                        | ...                                                | ...   | ...                 | ...     |
| G91        | LED Grow Lights            | Energy-efficient LED grow lights for indoor plants. | $24.99 | Plant Lighting      | No      |
| G92        | Rose Pruning Gloves        | Thorn-resistant gloves for rose pruning.           | $9.99 | Gardening Tools     | No      |
| G93        | Automatic Watering System  | System for automatic watering of garden plants.    | $34.99 | Watering Equipment | No      |
| G94        | Pollinator Friendly Seeds  | Seeds to attract pollinators for a thriving garden.| $3.79 | Gardening Supplies  | Yes     |
| G95        | Bamboo Garden Trellis      | Natural bamboo trellis for climbing plants.        | $11.49 | Garden Structures   | No      |
| G96        | Plant Stand                | Stylish plant stand for displaying potted plants.  | $17.99 | Gardening Accessories | No    |
| G97        | Bonsai Starter Kit         | Kit for growing and shaping your own bonsai tree.  | $21.99 | Bonsai              | No      |
| G98        | Garden Kneeler and Seat    | Convenient kneeler and seat for comfortable gardening.| $19.99 | Gardening Tools   | No      |
| G99        | Wildflower Seed Mix        | Mix of wildflower seeds for a natural garden look. | $4.99 | Gardening Supplies  | Yes     |
| G100       | Indoor Herb Garden Kit      | Complete kit for growing herbs indoors.            | $16.99 | Plants              | Yes     |
| A101       | Cotton T-Shirt         | Comfortable cotton t-shirt for everyday wear.      | $12.99 | Apparel  | M     | White     |
| A102       | Denim Jeans            | Classic denim jeans for a timeless look.            | $29.99 | Apparel  | 32/34 | Blue      |
| A103       | Summer Dress           | Flowy summer dress perfect for warm days.          | $24.99 | Apparel  | S     | Floral    |
| A104       | Sports Hoodie          | Hooded sweatshirt for sports and casual outings.   | $34.99 | Apparel  | L     | Black     |
| A105       | Formal Blouse          | Elegant formal blouse for professional occasions.  | $27.99 | Apparel  | XS    | Ivory     |
| A106       | Running Shoes          | Lightweight running shoes for active lifestyles.   | $49.99 | Footwear | 8     | Blue/Grey |
| A107       | Leather Jacket         | Stylish leather jacket for a trendy look.          | $69.99 | Apparel  | M     | Black     |
| A108       | Yoga Leggings          | High-waisted yoga leggings for workouts.           | $19.99 | Activewear | S   | Purple    |
| A109       | Plaid Scarf            | Warm plaid scarf for chilly days.                  | $9.99  | Accessories | One Size | Red    |
| A110       | Knit Sweater           | Cozy knit sweater for cold weather.                | $39.99 | Apparel  | XL    | Grey      |
| ...        | ...                    | ...                                                | ...   | ...      | ...   | ...       |
| A191       | Sunglasses             | Stylish sunglasses for a cool vibe.               | $14.99 | Accessories | One Size | Black  |
| A192       | Track Pants            | Comfortable track pants for casual wear.           | $22.99 | Activewear | M    | Navy      |
| A193       | Beanie Hat             | Knit beanie hat to keep warm in winter.           | $7.99  | Accessories | One Size | Brown |
| A194       | Ankle Boots            | Trendy ankle boots for a fashionable look.        | $54.99 | Footwear | 7     | Tan       |
| A195       | Rain Jacket            | Waterproof rain jacket for rainy days.             | $44.99 | Outerwear | L    | Yellow    |
| A196       | Graphic Tee            | Graphic-printed t-shirt for a casual style.       | $15.99 | Apparel  | XL    | Blue      |
| A197       | Winter Gloves          | Insulated winter gloves to keep hands warm.       | $11.99 | Accessories | One Size | Black |
| A198       | Sneakers               | Classic sneakers for a versatile look.            | $37.99 | Footwear | 9     | White     |
| A199       | Wool Sweater           | Wool-blend sweater for a touch of luxury.         | $49.99 | Apparel  | M    | Burgundy  |
| A200       | Backpack               | Spacious backpack for daily use.                  | $29.99 | Accessories | One Size | Grey |
| F101       | Running Shoes                 | Lightweight and breathable running shoes.          | $59.99 | Footwear  | 8.5   | ActiveFit      | Mesh, Rubber          |
| F102       | Casual Sneakers               | Stylish and comfortable sneakers for everyday wear.| $49.99 | Footwear  | 9.0   | UrbanTrend     | Canvas, Synthetic     |
| F103       | Leather Boots                 | Classic leather boots for a timeless look.         | $89.99 | Footwear  | 7.5   | HeritageStyle  | Leather, Rubber       |
| F104       | Sandals                       | Comfortable sandals for a relaxed summer vibe.     | $29.99 | Footwear  | 8.0   | BeachLife      | Synthetic             |
| F105       | High Heels                    | Elegant high heels for a night out on the town.    | $69.99 | Footwear  | 6.5   | GlamourGaze    | Faux Leather          |
| F106       | Hiking Boots                  | Durable hiking boots for outdoor adventures.       | $79.99 | Footwear  | 10.0  | TrekMaster     | Leather, Waterproof   |
| F107       | Flip Flops                    | Casual flip flops for a day at the beach.          | $19.99 | Footwear  | 9.5   | SunSplash      | Rubber                |
| F108       | Loafers                       | Classic loafers for a sophisticated look.          | $59.99 | Footwear  | 8.0   | Classique      | Suede, Leather        |
| F109       | Basketball Shoes              | Performance basketball shoes for the court.        | $79.99 | Footwear  | 11.0  | DunkMaster     | Synthetic, Mesh       |
| F110       | Espadrilles                   | Stylish espadrilles for a chic summer style.       | $39.99 | Footwear  | 7.0   | VogueVibe      | Canvas, Jute          |
| ...        | ...                           | ...                                               | ...   | ...       | ...   | ...            | ...                    |
| F191       | Winter Boots                  | Insulated winter boots for cold weather.           | $99.99 | Footwear  | 8.5   | FrostGuard     | Leather, Insulated    |
| F192       | Slip-on Sneakers              | Convenient slip-on sneakers for on-the-go comfort.| $44.99 | Footwear  | 9.5   | EasyStride     | Textile, Rubber       |
| F193       | Ballet Flats                  | Classic ballet flats for a versatile wardrobe.     | $34.99 | Footwear  | 7.0   | EleganceCharm  | Faux Leather          |
| F194       | Cleats                        | Soccer cleats for optimal traction on the field.  | $54.99 | Footwear  | 10.5  | GoalGetter     | Synthetic             |
| F195       | Ankle Boots                   | Trendy ankle boots to elevate your style.          | $69.99 | Footwear  | 8.0   | ChicCraze      | Suede, Block Heel     |
| F196       | Slipper Socks                 | Cozy slipper socks for lounging at home.           | $19.99 | Footwear  | One Size | CozyFeet      | Fleece                |
| F197       | Platform Shoes                | Fashionable platform shoes for a bold statement.  | $49.99 | Footwear  | 7.5   | TrendSet       | Synthetic             |
| F198       | Cross Training Shoes          | Versatile cross-training shoes for workouts.      | $64.99 | Footwear  | 9.0   | FlexFit        | Mesh, Rubber          |
| F199       | Rain Boots                    | Waterproof rain boots for wet weather.             | $39.99 | Footwear  | 8.0   | RainGuard      | Rubber                |
| F200       | Memory Foam Slippers          | Comfortable memory foam slippers for relaxation.   | $29.99 | Footwear  | 8.5   | CloudComfort   | Faux Fur, Memory Foam |
| HD1        | Elegant Table Lamp        | Sophisticated table lamp with a modern design.         | $29.99 | Lighting       | 10% Off  |
| HD2        | Cozy Throw Blanket        | Soft and warm throw blanket for chilly evenings.       | $19.99 | Bedding        | 15% Off  |
| HD3        | Decorative Wall Mirror    | Ornate wall mirror to add a touch of elegance.         | $49.99 | Wall Decor     | 20% Off  |
| HD4        | Aromatherapy Diffuser     | Essential oil diffuser for a calming atmosphere.       | $39.99 | Home Fragrance | 10% Off  |
| HD5        | Vintage Photo Frames      | Set of vintage-style photo frames for memories.       | $14.99 | Photo Frames   | 15% Off  |
| HD6        | Abstract Canvas Painting  | Contemporary canvas art to enhance your wall decor.    | $59.99 | Wall Art       | 10% Off  |
| HD7        | Rustic Throw Pillows      | Decorative throw pillows with a rustic touch.          | $9.99  | Pillows        | 15% Off  |
| HD8        | Modern Area Rug           | Sleek and modern area rug to elevate your space.       | $79.99 | Rugs           | 10% Off  |
| HD9        | Stylish Floor Vase        | Tall floor vase to showcase your favorite blooms.      | $34.99 | Vases          | 20% Off  |
| HD10       | Wooden Wall Shelves       | Set of wooden shelves for displaying decor items.     | $24.99 | Shelving       | 15% Off  |
| ...        | ...                       | ...                                                   | ...    | ...            | ...      |
| HD91       | Ceramic Plant Pot Set     | Matching set of ceramic pots for your indoor plants.   | $19.99 | Planters       | 10% Off  |
| HD92       | Geometric Wall Clock      | Modern geometric wall clock for a stylish look.        | $29.99 | Clocks         | 15% Off  |
| HD93       | Scented Candles Set       | Set of scented candles in various relaxing fragrances.| $14.99 | Candles        | 10% Off  |
| HD94       | Marble Coasters Set       | Elegant marble coasters to protect your surfaces.      | $9.99  | Coasters       | 15% Off  |
| HD95       | Faux Fur Area Rug         | Luxurious faux fur area rug for a cozy ambiance.       | $49.99 | Rugs           | 10% Off  |
| HD96       | Metal Wall Art            | Intricate metal wall art for a contemporary touch.     | $39.99 | Wall Art       | 15% Off  |
| HD97       | Velvet Throw Blanket      | Plush velvet throw blanket for added comfort.         | $29.99 | Bedding        | 10% Off  |
| HD98       | Glass Terrarium           | Glass terrarium for creating a mini indoor garden.    | $17.99 | Planters       | 20% Off  |
| HD99       | Wooden Candle Holders     | Set of wooden candle holders for a warm glow.         | $12.99 | Candles        | 15% Off  |
| HD100      | Abstract Sculpture        | Abstract sculpture to add an artistic flair.          | $49.99 | Sculptures     | 10% Off  |
| A1         | Car Wash Kit               | Complete kit for a shiny, spotless car.            | $19.99 | Car Care   | AutoShine            |
| A2         | Motor Oil (5W-30)          | High-performance motor oil for engine protection.  | $29.99 | Engine Oil | UltraLube            |
| A3         | Windshield Wipers          | All-weather wipers for clear visibility.           | $14.99 | Accessories | ClearView            |
| A4         | Car Battery                | Reliable and long-lasting automotive battery.     | $89.99 | Batteries  | PowerMax             |
| A5         | Air Freshener              | Fresh scent to keep your car smelling great.       | $3.99  | Accessories | AromaDrive           |
| A6         | Brake Pads                 | High-performance brake pads for safe stopping.    | $39.99 | Brakes     | StopSafe             |
| A7         | Car Wax                    | Premium wax for a protective and shiny finish.    | $24.99 | Car Care   | ShineMaster          |
| A8         | Tire Inflator              | Compact inflator for on-the-go tire maintenance.  | $19.99 | Accessories | AirPump              |
| A9         | Seat Covers                | Stylish and comfortable covers for car seats.     | $49.99 | Interior   | ComfortDrive         |
| A10        | Jump Starter Kit           | Emergency starter for dead car batteries.         | $49.99 | Accessories | PowerJump            |
| ...        | ...                        | ...                                               | ...   | ...        | ...                  |
| A91        | Dashboard Cleaner          | Cleans and protects your car's dashboard.         | $8.99  | Car Care   | DashGuard            |
| A92        | Synthetic Motor Oil (5W-20)| Advanced synthetic motor oil for fuel efficiency. | $34.99 | Engine Oil | SynthoMax            |
| A93        | Car Cover                  | Weather-resistant cover to protect your car.     | $59.99 | Car Care   | WeatherShield        |
| A94        | Engine Degreaser           | Powerful degreaser for a clean engine bay.        | $12.99 | Engine Care| CleanEngine          |
| A95        | Alloy Wheel Cleaner        | Cleans and restores shine to alloy wheels.        | $9.99  | Wheel Care | WheelShine           |
| A96        | Brake Fluid                | High-quality brake fluid for optimal performance.| $7.99  | Brakes     | BrakeMaster          |
| A97        | Roof Rack                  | Durable roof rack for extra cargo space.          | $89.99 | Accessories | CargoMax             |
| A98        | Car Vacuum Cleaner         | Portable vacuum for keeping your car clean.       | $29.99 | Car Care   | DustBuster           |
| A99        | Radiator Coolant           | Antifreeze and coolant for engine protection.    | $11.99 | Engine Care| CoolFlow             |
| A100       | License Plate Frame        | Stylish frame to add a personal touch to your car.| $5.99  | Accessories | PlateStyle           |
| S1         | Running Shoes                  | Lightweight and breathable running shoes.             | $49.99 | Sports & Outdoors | No                |
| S2         | Yoga Mat                       | Non-slip, extra-thick yoga mat for comfortable workouts.| $19.99 | Sports & Outdoors | No                |
| S3         | Dumbbell Set                   | Adjustable dumbbell set for versatile strength training.| $59.99 | Sports & Outdoors | No                |
| S4         | Fitness Tracker                | Smart fitness tracker with heart rate monitoring.      | $39.99 | Sports & Outdoors | No                |
| S5         | Bicycle Helmet                 | Lightweight and aerodynamic bicycle helmet.           | $29.99 | Sports & Outdoors | No                |
| S6         | Hiking Backpack                | Durable hiking backpack with multiple compartments.   | $44.99 | Sports & Outdoors | No                |
| S7         | Jump Rope                      | Adjustable jump rope for cardio workouts.             | $9.99  | Sports & Outdoors | No                |
| S8         | Camping Tent                   | Waterproof camping tent for outdoor adventures.       | $89.99 | Sports & Outdoors | No                |
| S9         | Soccer Ball                    | High-quality soccer ball for recreational play.       | $14.99 | Sports & Outdoors | No                |
| S10        | Resistance Bands Set           | Set of resistance bands for full-body workouts.       | $24.99 | Sports & Outdoors | No                |
| ...        | ...                            | ...                                                  | ...   | ...                | ...               |
| S91        | Golf Club Set                  | Complete golf club set for beginners.                 | $199.99 | Sports & Outdoors | No                |
| S92        | Tennis Racket                  | Professional-grade tennis racket for precision shots.  | $79.99 | Sports & Outdoors | No                |
| S93        | Camping Stove                  | Portable camping stove for outdoor cooking.           | $34.99 | Sports & Outdoors | No                |
| S94        | Skateboard                     | Classic skateboard for street cruising.               | $39.99 | Sports & Outdoors | No                |
| S95        | Climbing Harness               | Safety climbing harness for rock climbing adventures. | $54.99 | Sports & Outdoors | No                |
| S96        | Fishing Rod and Reel Combo     | Combo set for fishing enthusiasts.                    | $69.99 | Sports & Outdoors | No                |
| S97        | Trail Running Shoes            | Grippy trail running shoes for off-road adventures.   | $59.99 | Sports & Outdoors | No                |
| S98        | Kayak                          | Lightweight kayak for water sports.                   | $299.99 | Sports & Outdoors | No                |
| S99        | Archery Bow                    | Recurve bow for archery enthusiasts.                  | $119.99 | Sports & Outdoors | No                |
| S100       | Camping Hammock                | Compact and lightweight camping hammock.              | $19.99 | Sports & Outdoors | No                |
| B1         | "The Adventure Chronicles"    | Thrilling adventures from around the world.        | $12.99 | Books & Magazines |
| B2         | "Cooking Mastery"             | A comprehensive guide to mastering cooking skills.| $19.99 | Books & Magazines |
| B3         | "Mysteries Unveiled"          | Unraveling mysteries that baffle the mind.         | $14.49 | Books & Magazines |
| B4         | "Gardening Essentials"        | Tips and tricks for cultivating the perfect garden.| $9.99  | Books & Magazines |
| B5         | "Financial Wisdom"            | Strategies for managing and growing your wealth.   | $24.99 | Books & Magazines |
| B6         | "Historical Encounters"       | Journey through key moments in history.            | $18.79 | Books & Magazines |
| B7         | "Sci-Fi Wonders"              | Exploring the wonders of the science fiction genre.| $15.99 | Books & Magazines |
| B8         | "Healthy Living Guide"        | A holistic approach to a healthy and happy life.   | $22.49 | Books & Magazines |
| B9         | "Poetry Expressions"          | Collection of expressive and thought-provoking poems.| $11.99 | Books & Magazines |
| B10        | "Tech Innovations"            | Exploring the latest technological innovations.   | $17.99 | Books & Magazines |
| ...        | ...                           | ...                                               | ...   | ...               |
| B91        | "Mindfulness Journey"         | Embracing mindfulness for a balanced life.         | $16.49 | Books & Magazines |
| B92        | "Travel Tales"                | Captivating tales from travelers around the globe. | $20.99 | Books & Magazines |
| B93        | "Science Explorations"        | Dive into the fascinating world of science.        | $13.29 | Books & Magazines |
| B94        | "Artistic Inspirations"       | A collection of artworks and creative inspirations.| $18.99 | Books & Magazines |
| B95        | "Music Maestros"              | Stories of legendary musicians and their impact.   | $14.99 | Books & Magazines |
| B96        | "Green Living Handbook"       | Sustainable living practices for a better planet.  | $21.49 | Books & Magazines |
| B97        | "Business Strategies"         | Strategies for success in the corporate world.     | $19.79 | Books & Magazines |
| B98        | "Mind-Blowing Facts"          | A collection of mind-boggling and fun facts.       | $12.99 | Books & Magazines |
| B99        | "Fashion Forward"             | Trends and insights into the world of fashion.     | $16.99 | Books & Magazines |
| B100       | "Culinary Delights"           | Culinary masterpieces from renowned chefs.         | $23.99 | Books & Magazines |
| T1         | LEGO Classic Bricks Set       | Build and create with a variety of LEGO bricks.   | $19.99 | Toys & Games  |
| T2         | Barbie Dreamhouse             | The ultimate dreamhouse for Barbie and friends.   | $49.99 | Toys & Games  |
| T3         | Nerf N-Strike Elite Blaster   | High-performance Nerf blaster for epic battles.   | $29.99 | Toys & Games  |
| T4         | Monopoly Board Game           | Classic Monopoly board game for family fun.       | $24.99 | Toys & Games  |
| T5         | Hot Wheels Mega Track Set     | Exciting Hot Wheels track set for racing action.  | $34.99 | Toys & Games  |
| T6         | Baby Yoda Plush Toy           | Adorable plush toy of the famous Baby Yoda.       | $14.99 | Toys & Games  |
| T7         | Nintendo Switch Console       | Gaming console for on-the-go and home play.       | $299.99 | Electronics   |
| T8         | Jenga Classic Game            | Classic Jenga game for stacking fun.              | $12.99 | Toys & Games  |
| T9         | Rainbow Unicorn Stuffed Animal| Soft and cuddly stuffed animal for kids.           | $9.99  | Toys & Games  |
| T10        | Remote Control Drone          | High-flying drone with remote control.            | $49.99 | Toys & Games  |
| ...        | ...                           | ...                                               | ...   | ...           |
| T91        | Puzzle Mastermind Game        | Challenging puzzle game for brain training.       | $17.99 | Toys & Games  |
| T92        | Play-Doh Fun Factory Set      | Creative Play-Doh set for molding fun.            | $8.99  | Toys & Games  |
| T93        | Virtual Reality Headset       | Explore virtual worlds with this VR headset.      | $89.99 | Electronics   |
| T94        | Magnetic Building Blocks      | Magnetic building blocks for imaginative play.    | $19.99 | Toys & Games  |
